# 1: Detection or Track-id, 2: Video or Image Identifier, 3: Unique Frame Identifier, 4-7: Img-bbox(TL_x, TL_y, BR_x, BR_y), 8: Detection or Length Confidence, 9: Target Length (0 or -1 if invalid), 10-11+: Repeated Species, Confidence Pairs or Attributes
# metadata,exec_time: 0,exported_by: python_yolo_script,exported_at: Fri Mar  6 20:12:00 2026,,,,,,,,
104,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234449.301075_ir.tif,3957,102.125,133.060,115.740,143.575,0.24924,0,hotspot,0.24924
105,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234449.301075_ir.tif,3957,102.799,138.167,116.375,149.014,0.21041,0,hotspot,0.21041
106,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234451.424190_ir.tif,3959,421.766,295.984,433.085,314.974,0.31014,0,hotspot,0.31014
107,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234525.496639_ir.tif,3991,258.090,263.544,269.682,280.692,0.23730,0,hotspot,0.23730
108,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234526.566591_ir.tif,3992,131.470,325.704,141.220,334.772,0.15296,0,hotspot,0.15296
109,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234528.707299_ir.tif,3994,505.056,54.581,515.757,66.311,0.13194,0,hotspot,0.13194
110,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234530.848555_ir.tif,3996,236.515,203.780,249.025,215.753,0.34382,0,hotspot,0.34382
111,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234536.200566_ir.tif,4001,297.230,127.187,307.041,137.462,0.72444,0,hotspot,0.72444
112,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234539.414890_ir.tif,4004,454.413,20.127,464.852,29.375,0.34359,0,hotspot,0.34359
113,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234540.486917_ir.tif,4005,457.226,410.749,467.372,418.949,0.16615,0,hotspot,0.16615
114,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234552.287970_ir.tif,4016,356.042,158.501,366.189,171.005,0.15045,0,hotspot,0.15045
115,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234624.583569_ir.tif,4046,561.132,115.712,570.414,125.465,0.54165,0,hotspot,0.54165
116,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234625.658035_ir.tif,4047,559.997,488.785,569.605,498.886,0.65386,0,hotspot,0.65386
117,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234639.634941_ir.tif,4060,390.722,56.122,400.856,68.617,0.40888,0,hotspot,0.40888
118,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234640.710247_ir.tif,4061,396.763,455.814,407.232,469.820,0.25307,0,hotspot,0.25307
119,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234642.861819_ir.tif,4063,146.645,249.619,159.034,262.867,0.10535,0,hotspot,0.10535
120,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234657.948016_ir.tif,4077,567.574,147.533,577.286,157.584,0.56806,0,hotspot,0.56806
121,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234710.897695_ir.tif,4089,380.807,290.527,391.359,303.792,0.11401,0,hotspot,0.11401
122,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234729.238550_ir.tif,4106,626.625,313.414,637.579,323.360,0.57324,0,hotspot,0.57324
123,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234807.065382_ir.tif,4141,129.044,261.142,141.656,270.339,0.65117,0,hotspot,0.65117
124,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234815.740355_ir.tif,4149,517.120,485.473,527.254,500.293,0.36408,0,hotspot,0.36408
125,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234849.449224_ir.tif,4180,153.490,54.289,163.889,63.799,0.65757,0,hotspot,0.65757
126,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234850.537792_ir.tif,4181,165.309,486.301,175.060,496.206,0.69731,0,hotspot,0.69731
127,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_234933.911140_ir.tif,4221,614.748,41.815,626.244,54.079,0.23968,0,hotspot,0.23968
128,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235259.950840_ir.tif,4352,297.040,166.053,305.429,176.401,0.50883,0,hotspot,0.50883
129,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235259.950840_ir.tif,4352,298.762,170.492,307.266,180.949,0.29248,0,hotspot,0.29248
130,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235302.060713_ir.tif,4354,99.421,170.540,110.072,179.222,0.35221,0,hotspot,0.35221
131,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235304.171607_ir.tif,4356,423.250,383.755,434.236,394.314,0.19915,0,hotspot,0.19915
132,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235343.208754_ir.tif,4393,84.725,36.275,95.824,45.941,0.63829,0,hotspot,0.63829
133,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235344.261296_ir.tif,4394,90.232,479.443,100.599,489.005,0.53460,0,hotspot,0.53460
134,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235522.906172_ir.tif,4488,169.312,22.539,179.344,32.146,0.20364,0,hotspot,0.20364
135,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235524.996823_ir.tif,4490,601.617,32.843,612.775,43.340,0.66773,0,hotspot,0.66773
136,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235526.042112_ir.tif,4491,600.550,402.200,611.845,412.844,0.63971,0,hotspot,0.63971
137,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235530.226774_ir.tif,4495,124.983,2.462,135.783,21.714,0.18762,0,hotspot,0.18762
138,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235530.226774_ir.tif,4495,125.494,7.200,135.378,21.670,0.14037,0,hotspot,0.14037
139,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235604.725370_ir.tif,4528,188.359,417.435,198.173,428.071,0.11146,0,hotspot,0.11146
140,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235609.947463_ir.tif,4533,615.950,327.075,625.827,344.357,0.15698,0,hotspot,0.15698
141,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235644.387116_ir.tif,4566,488.199,204.312,497.934,214.702,0.65271,0,hotspot,0.65271
142,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235733.522562_ir.tif,4613,167.678,295.858,177.882,306.525,0.36653,0,hotspot,0.36653
143,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235816.651392_ir.tif,4654,239.478,161.055,247.621,171.005,0.11703,0,hotspot,0.11703
144,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235919.043142_ir.tif,4713,465.451,166.761,474.699,182.592,0.44633,0,hotspot,0.44633
145,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235931.780421_ir.tif,4725,456.359,190.311,465.820,202.090,0.11186,0,hotspot,0.11186
146,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250513_235954.092720_ir.tif,4746,634.005,144.682,640.000,153.693,0.19751,0,hotspot,0.19751
147,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000014.300606_ir.tif,4765,128.934,189.916,136.170,197.750,0.15838,0,hotspot,0.15838
148,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000039.895826_ir.tif,4789,442.550,181.876,451.346,195.145,0.17136,0,hotspot,0.17136
149,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000043.094927_ir.tif,4792,353.167,263.162,362.703,275.213,0.21779,0,hotspot,0.21779
150,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000044.161353_ir.tif,4793,452.080,427.624,461.322,437.055,0.10474,0,hotspot,0.10474
151,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000221.374385_ir.tif,4884,594.293,0.636,604.346,10.817,0.60872,0,hotspot,0.60872
152,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000222.451210_ir.tif,4885,589.725,375.138,599.430,385.018,0.64798,0,hotspot,0.64798
153,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000251.329868_ir.tif,4912,233.254,143.037,244.886,153.108,0.26605,0,hotspot,0.26605
154,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000253.467025_ir.tif,4914,348.008,118.517,356.952,129.925,0.50914,0,hotspot,0.50914
155,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000256.674941_ir.tif,4917,107.458,138.627,117.526,151.744,0.23060,0,hotspot,0.23060
156,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000407.118504_ir.tif,4983,225.614,91.598,245.364,102.478,0.11587,0,hotspot,0.11587
157,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000414.594813_ir.tif,4990,436.068,266.737,445.263,276.362,0.43444,0,hotspot,0.43444
158,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000426.370362_ir.tif,5001,473.213,376.834,486.718,387.558,0.15907,0,hotspot,0.15907
159,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000435.997783_ir.tif,5010,191.707,357.960,201.570,368.312,0.70605,0,hotspot,0.70605
160,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000504.844845_ir.tif,5037,325.603,184.611,336.953,195.869,0.11884,0,hotspot,0.11884
161,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000521.973732_ir.tif,5053,327.192,369.937,338.308,382.024,0.26324,0,hotspot,0.26324
162,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000557.311616_ir.tif,5086,517.556,32.941,528.559,42.451,0.14435,0,hotspot,0.14435
163,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000600.516813_ir.tif,5089,513.314,62.357,522.881,77.443,0.57650,0,hotspot,0.57650
164,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000602.655167_ir.tif,5091,386.751,359.500,394.978,371.570,0.21561,0,hotspot,0.21561
165,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000627.380182_ir.tif,5114,334.034,377.010,346.755,387.521,0.75931,0,hotspot,0.75931
166,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000639.532458_ir.tif,5125,547.244,0.000,558.187,4.920,0.14974,0,hotspot,0.14974
167,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000640.641628_ir.tif,5126,491.199,391.731,501.163,402.450,0.53789,0,hotspot,0.53789
168,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000643.966608_ir.tif,5129,563.461,100.866,573.828,110.512,0.57697,0,hotspot,0.57697
169,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000645.074398_ir.tif,5130,543.747,483.554,553.916,493.501,0.50297,0,hotspot,0.50297
170,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000711.633584_ir.tif,5154,497.072,285.707,507.527,294.840,0.59209,0,hotspot,0.59209
171,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000711.633584_ir.tif,5154,459.957,346.387,470.549,355.510,0.58933,0,hotspot,0.58933
172,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000711.633584_ir.tif,5154,473.444,324.963,482.984,335.579,0.30235,0,hotspot,0.30235
173,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000918.765981_ir.tif,5269,300.247,34.445,311.916,44.881,0.34636,0,hotspot,0.34636
174,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_000949.714996_ir.tif,5297,511.752,202.615,521.700,213.119,0.54347,0,hotspot,0.54347
175,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001008.506434_ir.tif,5314,187.352,172.514,197.410,184.016,0.60051,0,hotspot,0.60051
176,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001009.612401_ir.tif,5315,391.752,485.632,403.495,500.827,0.18929,0,hotspot,0.18929
177,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001009.612401_ir.tif,5315,392.498,493.169,403.587,508.579,0.16573,0,hotspot,0.16573
178,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001015.144077_ir.tif,5320,448.320,12.669,459.510,23.830,0.62491,0,hotspot,0.62491
179,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001016.250721_ir.tif,5321,435.970,409.317,444.859,418.822,0.46360,0,hotspot,0.46360
180,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001018.463737_ir.tif,5323,408.358,155.546,419.068,165.421,0.14422,0,hotspot,0.14422
181,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001022.890801_ir.tif,5327,157.723,164.140,168.461,174.201,0.42999,0,hotspot,0.42999
182,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001033.969214_ir.tif,5337,6.520,72.120,19.345,81.373,0.24424,0,hotspot,0.24424
183,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001042.829468_ir.tif,5345,225.352,172.191,234.681,181.378,0.21553,0,hotspot,0.21553
184,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001045.043061_ir.tif,5347,328.557,0.000,337.682,7.174,0.29872,0,hotspot,0.29872
185,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001045.043061_ir.tif,5347,54.831,0.000,66.018,6.660,0.16813,0,hotspot,0.16813
186,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001051.684026_ir.tif,5353,447.872,79.304,458.296,87.159,0.46123,0,hotspot,0.46123
187,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001051.684026_ir.tif,5353,460.447,80.983,468.954,90.107,0.15649,0,hotspot,0.15649
188,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001051.684026_ir.tif,5353,455.296,79.046,466.930,89.979,0.12295,0,hotspot,0.12295
189,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001052.789132_ir.tif,5354,433.343,472.829,443.815,480.888,0.39165,0,hotspot,0.39165
190,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001052.789132_ir.tif,5354,446.076,473.701,454.292,482.262,0.16101,0,hotspot,0.16101
191,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001052.789132_ir.tif,5354,432.712,471.947,444.841,482.103,0.11771,0,hotspot,0.11771
192,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001053.895718_ir.tif,5355,436.835,207.224,445.826,216.103,0.22829,0,hotspot,0.22829
193,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001102.748114_ir.tif,5363,261.719,83.417,271.871,97.456,0.74798,0,hotspot,0.74798
194,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001103.853560_ir.tif,5364,247.322,505.550,256.509,512.000,0.63383,0,hotspot,0.63383
195,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001108.272748_ir.tif,5368,353.173,209.956,361.415,216.614,0.13581,0,hotspot,0.13581
196,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001114.900753_ir.tif,5374,168.857,191.560,178.081,201.572,0.18740,0,hotspot,0.18740
197,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001116.004816_ir.tif,5375,209.708,391.202,219.468,403.084,0.25239,0,hotspot,0.25239
198,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001118.213232_ir.tif,5377,414.064,345.690,427.815,358.922,0.27001,0,hotspot,0.27001
199,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001128.155312_ir.tif,5386,541.317,95.242,552.544,109.325,0.56749,0,hotspot,0.56749
200,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001130.361470_ir.tif,5388,558.409,0.000,570.228,5.540,0.19519,0,hotspot,0.19519
201,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001133.658989_ir.tif,5391,533.819,2.395,544.488,12.443,0.19913,0,hotspot,0.19913
202,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001136.948528_ir.tif,5394,466.631,309.744,477.247,325.818,0.19157,0,hotspot,0.19157
203,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001142.447686_ir.tif,5399,58.050,80.034,69.273,93.596,0.23797,0,hotspot,0.23797
204,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001142.447686_ir.tif,5399,126.197,475.572,136.565,485.995,0.16002,0,hotspot,0.16002
205,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001142.447686_ir.tif,5399,55.394,94.808,66.106,103.582,0.14813,0,hotspot,0.14813
206,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001144.646240_ir.tif,5401,86.996,438.287,99.326,449.105,0.35468,0,hotspot,0.35468
207,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001149.040326_ir.tif,5405,432.541,1.272,442.362,12.396,0.11968,0,hotspot,0.11968
208,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001153.421613_ir.tif,5409,502.712,65.069,514.202,76.968,0.19297,0,hotspot,0.19297
209,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001154.512403_ir.tif,5410,462.733,465.554,474.153,477.019,0.57479,0,hotspot,0.57479
210,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\right_view\ice_seals_2025_fl223_R_20250514_001156.691556_ir.tif,5412,73.259,346.417,84.361,356.617,0.35124,0,hotspot,0.35124
