# 1: Detection or Track-id, 2: Video or Image Identifier, 3: Unique Frame Identifier, 4-7: Img-bbox(TL_x, TL_y, BR_x, BR_y), 8: Detection or Length Confidence, 9: Target Length (0 or -1 if invalid), 10-11+: Repeated Species, Confidence Pairs or Attributes
# metadata,exec_time: 0,exported_by: python_yolo_script,exported_at: Fri Mar  6 19:57:33 2026,,,,,,,,
73,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_232530.436685_ir.tif,2874,495.579,17.112,505.836,25.442,0.32801,0,hotspot,0.32801
74,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_232559.195462_ir.tif,2900,370.647,498.669,381.547,511.406,0.15001,0,hotspot,0.15001
75,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_232606.905611_ir.tif,2907,273.176,20.639,281.120,30.471,0.64296,0,hotspot,0.64296
76,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_232820.838618_ir.tif,3029,228.985,226.059,241.361,238.602,0.70839,0,hotspot,0.70839
77,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_233319.808470_ir.tif,3304,487.721,37.261,498.435,47.430,0.72818,0,hotspot,0.72818
78,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_233534.784960_ir.tif,3431,615.573,44.512,627.451,54.012,0.46855,0,hotspot,0.46855
79,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_233605.544212_ir.tif,3460,372.734,43.401,383.984,58.736,0.18036,0,hotspot,0.18036
80,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_233749.649600_ir.tif,3558,401.935,141.020,410.756,151.755,0.38380,0,hotspot,0.38380
81,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_233750.715764_ir.tif,3559,508.323,449.392,517.870,460.078,0.33228,0,hotspot,0.33228
82,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234149.586325_ir.tif,3784,582.951,442.388,594.448,452.442,0.64948,0,hotspot,0.64948
83,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234307.746988_ir.tif,3860,356.876,108.404,365.586,116.369,0.15883,0,hotspot,0.15883
84,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234325.208039_ir.tif,3877,431.131,237.751,443.302,245.683,0.10235,0,hotspot,0.10235
85,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234326.234764_ir.tif,3878,535.310,210.131,544.934,223.460,0.30581,0,hotspot,0.30581
86,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234346.874850_ir.tif,3898,190.130,246.760,198.726,256.602,0.41426,0,hotspot,0.41426
87,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234352.116085_ir.tif,3903,213.356,99.318,223.631,113.306,0.37250,0,hotspot,0.37250
88,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234445.055954_ir.tif,3953,103.532,263.557,114.289,273.750,0.19977,0,hotspot,0.19977
89,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234446.117078_ir.tif,3954,0.000,399.774,6.396,412.639,0.52743,0,hotspot,0.52743
90,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234446.117078_ir.tif,3954,317.524,125.696,328.993,135.548,0.30978,0,hotspot,0.30978
91,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234446.117078_ir.tif,3954,316.353,118.851,327.530,127.324,0.19319,0,hotspot,0.19319
92,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234446.117078_ir.tif,3954,314.208,124.042,326.825,135.215,0.14489,0,hotspot,0.14489
93,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234447.178383_ir.tif,3955,604.811,119.360,614.893,128.271,0.47232,0,hotspot,0.47232
94,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234447.178383_ir.tif,3955,603.163,118.009,615.828,129.487,0.14353,0,hotspot,0.14353
95,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234448.239712_ir.tif,3956,546.025,194.200,555.509,206.338,0.29413,0,hotspot,0.29413
96,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234455.672018_ir.tif,3963,149.612,150.214,157.764,161.114,0.38553,0,hotspot,0.38553
97,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234456.733942_ir.tif,3964,13.459,377.576,25.341,388.967,0.43925,0,hotspot,0.43925
98,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234508.423357_ir.tif,3975,96.029,160.337,107.278,169.261,0.30794,0,hotspot,0.30794
99,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234508.423357_ir.tif,3975,94.315,158.647,108.938,170.953,0.10732,0,hotspot,0.10732
100,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234523.357686_ir.tif,3989,621.896,143.551,631.559,153.388,0.10596,0,hotspot,0.10596
101,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234524.427233_ir.tif,3990,311.737,426.302,323.842,435.376,0.13813,0,hotspot,0.13813
102,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234525.496639_ir.tif,3991,311.384,384.522,319.824,394.347,0.26009,0,hotspot,0.26009
103,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234525.496639_ir.tif,3991,304.117,377.007,312.523,385.836,0.11292,0,hotspot,0.11292
104,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234527.637213_ir.tif,3993,300.250,93.850,311.218,109.925,0.15189,0,hotspot,0.15189
105,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\center_view\ice_seals_2025_fl223_C_20250513_234532.989485_ir.tif,3998,126.448,270.805,136.266,278.869,0.10530,0,hotspot,0.10530
