# 1: Detection or Track-id, 2: Video or Image Identifier, 3: Unique Frame Identifier, 4-7: Img-bbox(TL_x, TL_y, BR_x, BR_y), 8: Detection or Length Confidence, 9: Target Length (0 or -1 if invalid), 10-11+: Repeated Species, Confidence Pairs or Attributes
# metadata,exec_time: 0,exported_by: python_yolo_script,exported_at: Fri Mar  6 20:04:34 2026,,,,,,,,
85,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_233624.750330_ir.tif,3477,170.005,121.571,182.241,133.926,0.10632,0,hotspot,0.10632
86,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_233647.019347_ir.tif,3498,107.492,25.109,119.453,37.918,0.18431,0,hotspot,0.18431
87,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_233752.847439_ir.tif,3560,38.192,243.756,48.487,256.107,0.70955,0,hotspot,0.70955
88,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_233754.979413_ir.tif,3562,242.007,160.190,251.568,170.886,0.69765,0,hotspot,0.69765
89,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_233754.979413_ir.tif,3562,338.680,326.678,348.256,337.478,0.67020,0,hotspot,0.67020
90,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_233754.979413_ir.tif,3562,348.294,345.231,358.502,353.551,0.62941,0,hotspot,0.62941
91,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_234034.349036_ir.tif,3712,302.212,181.993,311.356,192.647,0.72624,0,hotspot,0.72624
92,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_234102.947033_ir.tif,3739,340.678,29.859,349.556,40.260,0.23409,0,hotspot,0.23409
93,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_234237.015819_ir.tif,3829,174.428,21.549,181.281,29.875,0.57089,0,hotspot,0.57089
94,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_234238.042004_ir.tif,3830,169.663,419.211,178.062,428.427,0.41976,0,hotspot,0.41976
95,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_234345.829024_ir.tif,3896,575.104,134.201,584.368,146.285,0.12323,0,hotspot,0.12323
96,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_234440.810242_ir.tif,3948,294.720,201.800,303.671,213.141,0.49237,0,hotspot,0.49237
97,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_234440.810242_ir.tif,3948,261.545,176.704,270.042,185.118,0.17417,0,hotspot,0.17417
98,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_234454.609914_ir.tif,3961,460.494,154.117,469.536,163.195,0.41350,0,hotspot,0.41350
99,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_234454.609914_ir.tif,3961,458.997,153.273,470.209,164.106,0.21975,0,hotspot,0.21975
100,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_234513.749849_ir.tif,3979,372.293,172.247,384.289,182.611,0.10750,0,hotspot,0.10750
101,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_234528.707299_ir.tif,3993,250.184,354.281,260.099,362.628,0.39019,0,hotspot,0.39019
102,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_234702.263920_ir.tif,4080,0.241,355.470,9.482,369.165,0.73303,0,hotspot,0.73303
